; charset=UTF-8
# IOO (BOM) : oui
# FDL (EOL) : Unix
#
# Udescripteurs.txt
# v10
# d27
# 2024-10-04T0722+0200
#
# Mise à jour grâce aux informations d’Alain LaBonté, 2022-04-23–2022-05-08
# Approbation a priori des noms en CAPITALE/MINUSCULE LATINE A/OE/X, 2022-05-08T1954-0400
#
# Ajout du préfixe `U` pour la compatibilité avec XKB, 2023-01-01
# Ajout des caractères pour faciliter la révision, 2023-01-01
#
# Remplacement de `Z` par `N` pour non bidi-réfléxible, 2023-01-29T1958+0100
#
# La liste Udescripteurs.txt est dérivée du standard Unicode™
# et de la version française de son image ISO/IEC 10646.
#
# Sont repris inchangés environ 49 % des noms de la version 10 de
# la liste française officielle révisée du 2017-08-08, 16:47:50 TUC
# téléchargée depuis :
# http://hapax.qc.ca/ListeNoms-10.0.0.txt
# et tenue à disposition à :
# http://dispoclavier.com/iso/src/v10/2017-08-08/ListeNoms-10.0.0.txt
#
# RÉSERVES :
# Le jeu de caractères universel est géré conjointement par Unicode et ISO/IEC JTC1 SC2 WG2
# qui le publie sous le numéro ISO/IEC 10646. Seule cette norme avait une version française.
# Aucune adaptation française n’est endossée par le Consortium Unicode®.
# L’original anglais : Copyright © 1991-2017 Unicode®, Inc.
# Unicode™ est une marque d’Unicode®, Inc.
# Avant toute distribution, consulter les modalités d’utilisation d’Unicode® :
# http://www.unicode.org/terms_of_use.html
#
# Cette liste est extraite d’une adaptation française complète de la NamesList (source
# originale d’Unicode pour la production des tables de caractères) qui se trouve à :
# http://unicode.org/Public/10.0.0/ucd/NamesList.txt
# La liste de tous les noms de caractères Unicode est consultable à :
# http://unicode.org/Public/10.0.0/ucd/extracted/DerivedName.txt
#
# Le fichier maître dont est dérivée la liste ci-dessous, contient aussi un certain nombre
# de commentaires. Ce fichier, nommé « docuDispos », se trouve à :
# https://dispoclavier.com/caras/src/v10/d20/docuDispos-10.0d20.txt
#
# Les principaux changements sont énumérés dans le change-log qui se trouve à :
# https://dispoclavier.com/caras/src/v10/d20/changeLog.txt
#
# ============================================================================
#
# Légende des catégories générales d’Unicode selon TUS 10.0.0, §04.5, p. 175 (p. 211 du PDF tout-en-un ; « TUS » = The Unicode Standard) :
#
#   Lu = Letter, uppercase ; Lettre capitale
#   Ll = Letter, lowercase ; Lettre minuscule
#   Lt = Letter, titlecase ; Lettre en casse de titre
#   Lm = Letter, modifier ; Lettre modificative
#   Lo = Letter, other ; Lettre autre
#
#   Mn = Mark, nonspacing ; Caractère combinant sans chasse
#   Mc = Mark, spacing combining ; Caractère combinant espaçant
#   Me = Mark, enclosing ; Caractère combinant entourant
#
#   Nd = Number, decimal digit ; Nombre : chiffre décimal
#   Nl = Number, letter ; Nombre : lettre
#   No = Number, other ; Nombre autre
#
#   Pc = Punctuation, connector ; Ponctuation joignante
#   Pd = Punctuation, dash ; Ponctuation tiret
#   Ps = Punctuation, open ; Ponctuation ouvrante
#   Pe = Punctuation, close ; Ponctuation fermante
#   Pi = Punctuation, initial quote (may behave like Ps or Pe depending on usage) ; Ponctuation : guillemet A (peut servir de Ps ou Pe selon l’usage)
#   Pf = Punctuation, final quote (may behave like Ps or Pe depending on usage) ; Ponctuation : guillemet B (peut servir de Ps ou Pe selon l’usage)
#   Po = Punctuation, other ; Ponctuation autre
#
#   Sm = Symbol, math ; Symbole mathématique
#   Sc = Symbol, currency ; Symbole monétaire
#   Sk = Symbol, modifier ; Symbole modificatif
#   So = Symbol, other ; Symbole autre
#
#   Zs = Separator, space ; Séparateur : espace
#   Zl = Separator, line ; Séparateur de ligne
#   Zp = Separator, paragraph ; Séparateur de paragraphe
#
#   Cc = Other, control ; Autre : commande
#   Cf = Other, format ; Autre : formatage
#   Cs = Other, surrogate ; Autre : demi-codet
#   Co = Other, private use ; Autre : usage privé
#   Cn = Other, not assigned (including noncharacters) ; Autre : non assigné (inclut les non-caractères)
#
#
# Légende des types de bidiréflexibilité :
#
#   A = par permutation de glyphes, proprement
#   B = par permutation de glyphes, approximativment (publication nécessite glyphe droite-à-gauche)
#   P = par glyphe droite-à-gauche dédié (souvent indisponible)
#   W = par remplacement de caractère, concerne les symboles mathématiques fléchés (pas encore définis)
#   N = non bidiréflexible
#
#
# Le fichier fournissant la catégorie générale et la réflexibilité de chaque caractère :
# http://unicode.org/Public/10.0.0/ucd/UnicodeData.txt
# La liste informative de tous les caractères réflexibles et de leur mode de réflexion :
# http://unicode.org/Public/10.0.0/ucd/BidiMirroring.txt
# La liste normative des ponctuations réflexibles d’Unicode :
# http://unicode.org/Public/10.0.0/ucd/BidiBrackets.txt
#
# Nombre de points de code listés : 31 696
# Soit 31 588 caractères à nom particulier, 66 non-caractères et 42 points réservés.
# Unicode 10.0.0 contient 136 690 caractères codés, dont 105 102 à nom générique.
#
# Format :
# Pour 11 caractères et les non-caractères :
# UPoint de code; Catégorie générale; Type de bidiréflexibilité; Descripteur ou nom
# Pour les autres caractères :
# "caractère" UPoint de code; Catégorie générale; Type de bidiréflexibilité; Descripteur ou nom

"𐂐" U10090; Lo; N; IDÉOGRAMME LINÉAIRE-B B122 OLIVE
"𐂑" U10091; Lo; N; IDÉOGRAMME LINÉAIRE-B B123 ÉPICE
"𐂒" U10092; Lo; N; IDÉOGRAMME LINÉAIRE-B B125 CYPERUS
"𐂓" U10093; Lo; N; MONOGRAMME LINÉAIRE-B B127 KAPO
"𐂔" U10094; Lo; N; MONOGRAMME LINÉAIRE-B B128 KANAKO
"𐂕" U10095; Lo; N; IDÉOGRAMME LINÉAIRE-B B130 HUILE D’OLIVE
"𐂖" U10096; Lo; N; IDÉOGRAMME LINÉAIRE-B B131 VIN
"𐂗" U10097; Lo; N; IDÉOGRAMME LINÉAIRE-B B132
"𐂘" U10098; Lo; N; MONOGRAMME LINÉAIRE-B B133 AREPA
"𐂙" U10099; Lo; N; MONOGRAMME LINÉAIRE-B B135 MERI
"𐂚" U1009A; Lo; N; IDÉOGRAMME LINÉAIRE-B B140 BRONZE
"𐂛" U1009B; Lo; N; IDÉOGRAMME LINÉAIRE-B B141 OR
"𐂜" U1009C; Lo; N; IDÉOGRAMME LINÉAIRE-B B142
"𐂝" U1009D; Lo; N; IDÉOGRAMME LINÉAIRE-B B145 LAINE
"𐂞" U1009E; Lo; N; IDÉOGRAMME LINÉAIRE-B B146
"𐂟" U1009F; Lo; N; IDÉOGRAMME LINÉAIRE-B B150
"𐂠" U100A0; Lo; N; IDÉOGRAMME LINÉAIRE-B B151 CORNE
"𐂡" U100A1; Lo; N; IDÉOGRAMME LINÉAIRE-B B152
"𐂢" U100A2; Lo; N; IDÉOGRAMME LINÉAIRE-B B153
"𐂣" U100A3; Lo; N; IDÉOGRAMME LINÉAIRE-B B154
"𐂤" U100A4; Lo; N; MONOGRAMME LINÉAIRE-B B156 TURO2
"𐂥" U100A5; Lo; N; IDÉOGRAMME LINÉAIRE-B B157
"𐂦" U100A6; Lo; N; IDÉOGRAMME LINÉAIRE-B B158
"𐂧" U100A7; Lo; N; IDÉOGRAMME LINÉAIRE-B B159 TISSU
"𐂨" U100A8; Lo; N; IDÉOGRAMME LINÉAIRE-B B160
"𐂩" U100A9; Lo; N; IDÉOGRAMME LINÉAIRE-B B161
"𐂪" U100AA; Lo; N; IDÉOGRAMME LINÉAIRE-B B162 TUNIQUE
"𐂫" U100AB; Lo; N; IDÉOGRAMME LINÉAIRE-B B163 ARMURE
"𐂬" U100AC; Lo; N; IDÉOGRAMME LINÉAIRE-B B164
"𐂭" U100AD; Lo; N; IDÉOGRAMME LINÉAIRE-B B165
"𐂮" U100AE; Lo; N; IDÉOGRAMME LINÉAIRE-B B166
"𐂯" U100AF; Lo; N; IDÉOGRAMME LINÉAIRE-B B167
"𐂰" U100B0; Lo; N; IDÉOGRAMME LINÉAIRE-B B168
"𐂱" U100B1; Lo; N; IDÉOGRAMME LINÉAIRE-B B169
"𐂲" U100B2; Lo; N; IDÉOGRAMME LINÉAIRE-B B170
"𐂳" U100B3; Lo; N; IDÉOGRAMME LINÉAIRE-B B171
"𐂴" U100B4; Lo; N; IDÉOGRAMME LINÉAIRE-B B172
"𐂵" U100B5; Lo; N; IDÉOGRAMME LINÉAIRE-B B173 MOIS
"𐂶" U100B6; Lo; N; IDÉOGRAMME LINÉAIRE-B B174
"𐂷" U100B7; Lo; N; IDÉOGRAMME LINÉAIRE-B B176 ARBRE
"𐂸" U100B8; Lo; N; IDÉOGRAMME LINÉAIRE-B B177
"𐂹" U100B9; Lo; N; IDÉOGRAMME LINÉAIRE-B B178
"𐂺" U100BA; Lo; N; IDÉOGRAMME LINÉAIRE-B B179
"𐂻" U100BB; Lo; N; IDÉOGRAMME LINÉAIRE-B B180
"𐂼" U100BC; Lo; N; IDÉOGRAMME LINÉAIRE-B B181
"𐂽" U100BD; Lo; N; IDÉOGRAMME LINÉAIRE-B B182
"𐂾" U100BE; Lo; N; IDÉOGRAMME LINÉAIRE-B B183
"𐂿" U100BF; Lo; N; IDÉOGRAMME LINÉAIRE-B B184
"𐃀" U100C0; Lo; N; IDÉOGRAMME LINÉAIRE-B B185
"𐃁" U100C1; Lo; N; IDÉOGRAMME LINÉAIRE-B B189
"𐃂" U100C2; Lo; N; IDÉOGRAMME LINÉAIRE-B B190
"𐃃" U100C3; Lo; N; IDÉOGRAMME LINÉAIRE-B B191 CASQUE
"𐃄" U100C4; Lo; N; IDÉOGRAMME LINÉAIRE-B B220 TABOURET
"𐃅" U100C5; Lo; N; IDÉOGRAMME LINÉAIRE-B B225 BAIGNOIRE
"𐃆" U100C6; Lo; N; IDÉOGRAMME LINÉAIRE-B B230 LANCE
"𐃇" U100C7; Lo; N; IDÉOGRAMME LINÉAIRE-B B231 FLÈCHE
"𐃈" U100C8; Lo; N; IDÉOGRAMME LINÉAIRE-B B232
"𐃉" U100C9; Lo; N; IDÉOGRAMME LINÉAIRE-B B233 POIGNARD
"𐃊" U100CA; Lo; N; IDÉOGRAMME LINÉAIRE-B B234
"𐃋" U100CB; Lo; N; IDÉOGRAMME LINÉAIRE-B B236
"𐃌" U100CC; Lo; N; IDÉOGRAMME LINÉAIRE-B B240 CHAR AVEC ROUES
"𐃍" U100CD; Lo; N; IDÉOGRAMME LINÉAIRE-B B241 CHAR SANS ROUES
"𐃎" U100CE; Lo; N; IDÉOGRAMME LINÉAIRE-B B242 BÂTI DE CHAR
"𐃏" U100CF; Lo; N; IDÉOGRAMME LINÉAIRE-B B243 ROUE
"𐃐" U100D0; Lo; N; IDÉOGRAMME LINÉAIRE-B B245
"𐃑" U100D1; Lo; N; IDÉOGRAMME LINÉAIRE-B B246
"𐃒" U100D2; Lo; N; MONOGRAMME LINÉAIRE-B B247 DIPTE
"𐃓" U100D3; Lo; N; IDÉOGRAMME LINÉAIRE-B B248
"𐃔" U100D4; Lo; N; IDÉOGRAMME LINÉAIRE-B B249
"𐃕" U100D5; Lo; N; IDÉOGRAMME LINÉAIRE-B B251
"𐃖" U100D6; Lo; N; IDÉOGRAMME LINÉAIRE-B B252
"𐃗" U100D7; Lo; N; IDÉOGRAMME LINÉAIRE-B B253
"𐃘" U100D8; Lo; N; IDÉOGRAMME LINÉAIRE-B B254 DARD
"𐃙" U100D9; Lo; N; IDÉOGRAMME LINÉAIRE-B B255
"𐃚" U100DA; Lo; N; IDÉOGRAMME LINÉAIRE-B B256
"𐃛" U100DB; Lo; N; IDÉOGRAMME LINÉAIRE-B B257
"𐃜" U100DC; Lo; N; IDÉOGRAMME LINÉAIRE-B B258
"𐃝" U100DD; Lo; N; IDÉOGRAMME LINÉAIRE-B B259
"𐃞" U100DE; Lo; N; IDÉOGRAMME LINÉAIRE-B VASE B155
"𐃟" U100DF; Lo; N; IDÉOGRAMME LINÉAIRE-B VASE B200
"𐃠" U100E0; Lo; N; IDÉOGRAMME LINÉAIRE-B VASE B201
"𐃡" U100E1; Lo; N; IDÉOGRAMME LINÉAIRE-B VASE B202
"𐃢" U100E2; Lo; N; IDÉOGRAMME LINÉAIRE-B VASE B203
"𐃣" U100E3; Lo; N; IDÉOGRAMME LINÉAIRE-B VASE B204
"𐃤" U100E4; Lo; N; IDÉOGRAMME LINÉAIRE-B VASE B205
"𐃥" U100E5; Lo; N; IDÉOGRAMME LINÉAIRE-B VASE B206
"𐃦" U100E6; Lo; N; IDÉOGRAMME LINÉAIRE-B VASE B207
"𐃧" U100E7; Lo; N; IDÉOGRAMME LINÉAIRE-B VASE B208
"𐃨" U100E8; Lo; N; IDÉOGRAMME LINÉAIRE-B VASE B209
"𐃩" U100E9; Lo; N; IDÉOGRAMME LINÉAIRE-B VASE B210
"𐃪" U100EA; Lo; N; IDÉOGRAMME LINÉAIRE-B VASE B211
"𐃫" U100EB; Lo; N; IDÉOGRAMME LINÉAIRE-B VASE B212
"𐃬" U100EC; Lo; N; IDÉOGRAMME LINÉAIRE-B VASE B213
"𐃭" U100ED; Lo; N; IDÉOGRAMME LINÉAIRE-B VASE B214
"𐃮" U100EE; Lo; N; IDÉOGRAMME LINÉAIRE-B VASE B215
"𐃯" U100EF; Lo; N; IDÉOGRAMME LINÉAIRE-B VASE B216
"𐃰" U100F0; Lo; N; IDÉOGRAMME LINÉAIRE-B VASE B217
"𐃱" U100F1; Lo; N; IDÉOGRAMME LINÉAIRE-B VASE B218
"𐃲" U100F2; Lo; N; IDÉOGRAMME LINÉAIRE-B VASE B219
"𐃳" U100F3; Lo; N; IDÉOGRAMME LINÉAIRE-B VASE B221
"𐃴" U100F4; Lo; N; IDÉOGRAMME LINÉAIRE-B VASE B222
"𐃵" U100F5; Lo; N; IDÉOGRAMME LINÉAIRE-B VASE B226
"𐃶" U100F6; Lo; N; IDÉOGRAMME LINÉAIRE-B VASE B227
"𐃷" U100F7; Lo; N; IDÉOGRAMME LINÉAIRE-B VASE B228
"𐃸" U100F8; Lo; N; IDÉOGRAMME LINÉAIRE-B VASE B229
"𐃹" U100F9; Lo; N; IDÉOGRAMME LINÉAIRE-B VASE B250
"𐃺" U100FA; Lo; N; IDÉOGRAMME LINÉAIRE-B VASE B305
"𐄀" U10100; Po; N; TRAIT ÉGÉEN SÉPARATEUR DE MOTS
"𐄁" U10101; Po; N; POINT ÉGÉEN SÉPARATEUR DE MOTS
"𐄂" U10102; Po; N; COCHE ÉGÉENNE
"𐄇" U10107; No; N; NOMBRE ÉGÉEN UN
"𐄈" U10108; No; N; NOMBRE ÉGÉEN DEUX
"𐄉" U10109; No; N; NOMBRE ÉGÉEN TROIS
"𐄊" U1010A; No; N; NOMBRE ÉGÉEN QUATRE
"𐄋" U1010B; No; N; NOMBRE ÉGÉEN CINQ
"𐄌" U1010C; No; N; NOMBRE ÉGÉEN SIX
"𐄍" U1010D; No; N; NOMBRE ÉGÉEN SEPT
"𐄎" U1010E; No; N; NOMBRE ÉGÉEN HUIT
"𐄏" U1010F; No; N; NOMBRE ÉGÉEN NEUF
"𐄐" U10110; No; N; NOMBRE ÉGÉEN DIX
"𐄑" U10111; No; N; NOMBRE ÉGÉEN VINGT
"𐄒" U10112; No; N; NOMBRE ÉGÉEN TRENTE
"𐄓" U10113; No; N; NOMBRE ÉGÉEN QUARANTE
"𐄔" U10114; No; N; NOMBRE ÉGÉEN CINQUANTE
"𐄕" U10115; No; N; NOMBRE ÉGÉEN SOIXANTE
"𐄖" U10116; No; N; NOMBRE ÉGÉEN SOIXANTE-DIX
"𐄗" U10117; No; N; NOMBRE ÉGÉEN QUATRE-VINGTS
"𐄘" U10118; No; N; NOMBRE ÉGÉEN QUATRE-VINGT-DIX
"𐄙" U10119; No; N; NOMBRE ÉGÉEN CENT
"𐄚" U1011A; No; N; NOMBRE ÉGÉEN DEUX-CENTS
"𐄛" U1011B; No; N; NOMBRE ÉGÉEN TROIS-CENTS
"𐄜" U1011C; No; N; NOMBRE ÉGÉEN QUATRE-CENTS
"𐄝" U1011D; No; N; NOMBRE ÉGÉEN CINQ-CENTS
"𐄞" U1011E; No; N; NOMBRE ÉGÉEN SIX-CENTS
"𐄟" U1011F; No; N; NOMBRE ÉGÉEN SEPT-CENTS
"𐄠" U10120; No; N; NOMBRE ÉGÉEN HUIT-CENTS
"𐄡" U10121; No; N; NOMBRE ÉGÉEN NEUF-CENTS
"𐄢" U10122; No; N; NOMBRE ÉGÉEN MILLE
"𐄣" U10123; No; N; NOMBRE ÉGÉEN DEUX-MILLE
"𐄤" U10124; No; N; NOMBRE ÉGÉEN TROIS-MILLE
"𐄥" U10125; No; N; NOMBRE ÉGÉEN QUATRE-MILLE
"𐄦" U10126; No; N; NOMBRE ÉGÉEN CINQ-MILLE
"𐄧" U10127; No; N; NOMBRE ÉGÉEN SIX-MILLE
"𐄨" U10128; No; N; NOMBRE ÉGÉEN SEPT-MILLE
"𐄩" U10129; No; N; NOMBRE ÉGÉEN HUIT-MILLE
"𐄪" U1012A; No; N; NOMBRE ÉGÉEN NEUF-MILLE
"𐄫" U1012B; No; N; NOMBRE ÉGÉEN DIX-MILLE
"𐄬" U1012C; No; N; NOMBRE ÉGÉEN VINGT-MILLE
"𐄭" U1012D; No; N; NOMBRE ÉGÉEN TRENTE-MILLE
"𐄮" U1012E; No; N; NOMBRE ÉGÉEN QUARANTE-MILLE
"𐄯" U1012F; No; N; NOMBRE ÉGÉEN CINQUANTE-MILLE
"𐄰" U10130; No; N; NOMBRE ÉGÉEN SOIXANTE-MILLE
"𐄱" U10131; No; N; NOMBRE ÉGÉEN SOIXANTE-DIX-MILLE
"𐄲" U10132; No; N; NOMBRE ÉGÉEN QUATRE-VINGT-MILLE
"𐄳" U10133; No; N; NOMBRE ÉGÉEN QUATRE-VINGT-DIX-MILLE
"𐄷" U10137; So; N; UNITÉ ÉGÉENNE DE POIDS DE BASE
"𐄸" U10138; So; N; PREMIÈRE SOUS-UNITÉ ÉGÉENNE DE POIDS
"𐄹" U10139; So; N; DEUXIÈME SOUS-UNITÉ ÉGÉENNE DE POIDS
"𐄺" U1013A; So; N; TROISIÈME SOUS-UNITÉ ÉGÉENNE DE POIDS
"𐄻" U1013B; So; N; QUATRIÈME SOUS-UNITÉ ÉGÉENNE DE POIDS
"𐄼" U1013C; So; N; PREMIÈRE SOUS-UNITÉ ÉGÉENNE DE MESURE SOLIDE
"𐄽" U1013D; So; N; PREMIÈRE SOUS-UNITÉ ÉGÉENNE DE MESURE LIQUIDE
"𐄾" U1013E; So; N; DEUXIÈME SOUS-UNITÉ ÉGÉENNE DE MESURE
"𐄿" U1013F; So; N; TROISIÈME SOUS-UNITÉ ÉGÉENNE DE MESURE
"𐅀" U10140; Nl; N; SIGNE ACROPHONIQUE GREC ATTIQUE UN QUART
"𐅁" U10141; Nl; N; SIGNE ACROPHONIQUE GREC ATTIQUE UN DEMI
"𐅂" U10142; Nl; N; SIGNE ACROPHONIQUE GREC ATTIQUE UNE DRACHME
"𐅃" U10143; Nl; N; SIGNE ACROPHONIQUE GREC ATTIQUE CINQ
"𐅄" U10144; Nl; N; SIGNE ACROPHONIQUE GREC ATTIQUE CINQUANTE
"𐅅" U10145; Nl; N; SIGNE ACROPHONIQUE GREC ATTIQUE CINQ-CENTS
"𐅆" U10146; Nl; N; SIGNE ACROPHONIQUE GREC ATTIQUE CINQ-MILLE
"𐅇" U10147; Nl; N; SIGNE ACROPHONIQUE GREC ATTIQUE CINQUANTE-MILLE
"𐅈" U10148; Nl; N; SIGNE ACROPHONIQUE GREC ATTIQUE CINQ TALENTS
"𐅉" U10149; Nl; N; SIGNE ACROPHONIQUE GREC ATTIQUE DIX TALENTS
"𐅊" U1014A; Nl; N; SIGNE ACROPHONIQUE GREC ATTIQUE CINQUANTE TALENTS
"𐅋" U1014B; Nl; N; SIGNE ACROPHONIQUE GREC ATTIQUE CENT TALENTS
"𐅌" U1014C; Nl; N; SIGNE ACROPHONIQUE GREC ATTIQUE CINQ-CENTS TALENTS
"𐅍" U1014D; Nl; N; SIGNE ACROPHONIQUE GREC ATTIQUE MILLE TALENTS
"𐅎" U1014E; Nl; N; SIGNE ACROPHONIQUE GREC ATTIQUE CINQ-MILLE TALENTS
"𐅏" U1014F; Nl; N; SIGNE ACROPHONIQUE GREC ATTIQUE CINQ STATÈRES
"𐅐" U10150; Nl; N; SIGNE ACROPHONIQUE GREC ATTIQUE DIX STATÈRES
"𐅑" U10151; Nl; N; SIGNE ACROPHONIQUE GREC ATTIQUE CINQUANTE STATÈRES
"𐅒" U10152; Nl; N; SIGNE ACROPHONIQUE GREC ATTIQUE CENT STATÈRES
"𐅓" U10153; Nl; N; SIGNE ACROPHONIQUE GREC ATTIQUE CINQ-CENTS STATÈRES
"𐅔" U10154; Nl; N; SIGNE ACROPHONIQUE GREC ATTIQUE MILLE STATÈRES
"𐅕" U10155; Nl; N; SIGNE ACROPHONIQUE GREC ATTIQUE DIX-MILLE STATÈRES
"𐅖" U10156; Nl; N; SIGNE ACROPHONIQUE GREC ATTIQUE CINQUANTE-MILLE STATÈRES
"𐅗" U10157; Nl; N; SIGNE ACROPHONIQUE GREC ATTIQUE DIX MINES
"𐅘" U10158; Nl; N; SIGNE ACROPHONIQUE GREC HÉRÉEN UN PLÈTHRE
"𐅙" U10159; Nl; N; SIGNE ACROPHONIQUE GREC THESPIEN UN
"𐅚" U1015A; Nl; N; SIGNE ACROPHONIQUE GREC HERMIONIEN UN
"𐅛" U1015B; Nl; N; SIGNE ACROPHONIQUE GREC ÉPIDAURIEN DEUX
"𐅜" U1015C; Nl; N; SIGNE ACROPHONIQUE GREC THESPIEN DEUX
"𐅝" U1015D; Nl; N; SIGNE ACROPHONIQUE GREC CYRÉNAÏQUE DEUX DRACHMES
"𐅞" U1015E; Nl; N; SIGNE ACROPHONIQUE GREC ÉPIDAURIEN DEUX DRACHMES
"𐅟" U1015F; Nl; N; SIGNE ACROPHONIQUE GREC TRÉZÉNIEN CINQ
"𐅠" U10160; Nl; N; SIGNE ACROPHONIQUE GREC TRÉZÉNIEN DIX
"𐅡" U10161; Nl; N; SIGNE ACROPHONIQUE GREC TRÉZÉNIEN VARIANTE DIX
"𐅢" U10162; Nl; N; SIGNE ACROPHONIQUE GREC HERMIONIEN DIX
"𐅣" U10163; Nl; N; SIGNE ACROPHONIQUE GREC MESSÉNIEN DIX
"𐅤" U10164; Nl; N; SIGNE ACROPHONIQUE GREC THESPIEN DIX
"𐅥" U10165; Nl; N; SIGNE ACROPHONIQUE GREC THESPIEN TRENTE
"𐅦" U10166; Nl; N; SIGNE ACROPHONIQUE GREC TRÉZÉNIEN CINQUANTE
"𐅧" U10167; Nl; N; SIGNE ACROPHONIQUE GREC TRÉZÉNIEN VARIANTE CINQUANTE
"𐅨" U10168; Nl; N; SIGNE ACROPHONIQUE GREC HERMIONIEN CINQUANTE
"𐅩" U10169; Nl; N; SIGNE ACROPHONIQUE GREC THESPIEN CINQUANTE
"𐅪" U1016A; Nl; N; SIGNE ACROPHONIQUE GREC THESPIEN CENT
"𐅫" U1016B; Nl; N; SIGNE ACROPHONIQUE GREC THESPIEN TROIS-CENTS
"𐅬" U1016C; Nl; N; SIGNE ACROPHONIQUE GREC ÉPIDAURIEN CINQ-CENTS
"𐅭" U1016D; Nl; N; SIGNE ACROPHONIQUE GREC TRÉZÉNIEN CINQ-CENTS
"𐅮" U1016E; Nl; N; SIGNE ACROPHONIQUE GREC THESPIEN CINQ-CENTS
"𐅯" U1016F; Nl; N; SIGNE ACROPHONIQUE GREC CARYSTIEN CINQ-CENTS
"𐅰" U10170; Nl; N; SIGNE ACROPHONIQUE GREC NAXIEN CINQ-CENTS
"𐅱" U10171; Nl; N; SIGNE ACROPHONIQUE GREC THESPIEN MILLE
"𐅲" U10172; Nl; N; SIGNE ACROPHONIQUE GREC THESPIEN CINQ-MILLE
"𐅳" U10173; Nl; N; SIGNE ACROPHONIQUE GREC DELPHIEN CINQ MINES
"𐅴" U10174; Nl; N; SIGNE ACROPHONIQUE GREC STRATIEN CINQUANTE MINES
"𐅵" U10175; No; N; SYMBOLE GREC UN DEMI
"𐅶" U10176; No; N; SYMBOLE GREC VARIANTE UN DEMI
"𐅷" U10177; No; N; SYMBOLE GREC DEUX TIERS
"𐅸" U10178; No; N; SYMBOLE GREC TROIS QUARTS
"𐅹" U10179; So; N; SYMBOLE GREC ANNÉE
"𐅺" U1017A; So; N; SYMBOLE GREC TALENT
"𐅻" U1017B; So; N; SYMBOLE GREC DRACHME
"𐅼" U1017C; So; N; SYMBOLE GREC OBOLE
"𐅽" U1017D; So; N; SYMBOLE GREC DEUX OBOLES
"𐅾" U1017E; So; N; SYMBOLE GREC TROIS OBOLES
"𐅿" U1017F; So; N; SYMBOLE GREC QUATRE OBOLES
"𐆀" U10180; So; N; SYMBOLE GREC CINQ OBOLES
"𐆁" U10181; So; N; SYMBOLE GREC MÉTRÈTE
"𐆂" U10182; So; N; SYMBOLE GREC DE BASE KYATHOS
"𐆃" U10183; So; N; SYMBOLE GREC LITRE
"𐆄" U10184; So; N; SYMBOLE GREC ONCE
"𐆅" U10185; So; N; SYMBOLE GREC SETIER
"𐆆" U10186; So; N; SYMBOLE GREC ARTABE
"𐆇" U10187; So; N; SYMBOLE GREC AROURE
"𐆈" U10188; So; N; SYMBOLE GREC SCRUPULE
"𐆉" U10189; So; N; SYMBOLE GREC DE BASE TRYBLION
"𐆊" U1018A; No; N; SYMBOLE GREC ZÉRO
"𐆋" U1018B; No; N; SYMBOLE GREC UN QUART
"𐆌" U1018C; So; N; SYMBOLE GREC SINUSOÏDE
"𐆍" U1018D; So; N; SYMBOLE GREC D’INDICTION
"𐆎" U1018E; So; N; SYMBOLE NOMISMA
"𐆐" U10190; So; N; SYMBOLE ROMAIN SEXTANT
"𐆑" U10191; So; N; SYMBOLE ROMAIN ONCE
"𐆒" U10192; So; N; SYMBOLE ROMAIN DEMI-ONCE
"𐆓" U10193; So; N; SYMBOLE ROMAIN SEXTULE
"𐆔" U10194; So; N; SYMBOLE ROMAIN MOITIÉ DE SEXTULE
"𐆕" U10195; So; N; SYMBOLE ROMAIN SILIQUE
"𐆖" U10196; So; N; SYMBOLE ROMAIN DENIER
"𐆗" U10197; So; N; SYMBOLE ROMAIN QUINAIRE
"𐆘" U10198; So; N; SYMBOLE ROMAIN SESTERCE
"𐆙" U10199; So; N; SYMBOLE ROMAIN DUPONDIUS
"𐆚" U1019A; So; N; SYMBOLE ROMAIN AS
"𐆛" U1019B; So; N; SYMBOLE ROMAIN DE CENTURIE
"𐆠" U101A0; So; N; SYMBOLE GREC TAU RHÔ
"𐇐" U101D0; So; N; SIGNE DISQUE-DE-PHAÏSTOS PIÉTON
"𐇑" U101D1; So; N; SIGNE DISQUE-DE-PHAÏSTOS TÊTE EMPLUMÉE
"𐇒" U101D2; So; N; SIGNE DISQUE-DE-PHAÏSTOS TÊTE TATOUÉE
"𐇓" U101D3; So; N; SIGNE DISQUE-DE-PHAÏSTOS PRISONNIER
"𐇔" U101D4; So; N; SIGNE DISQUE-DE-PHAÏSTOS ENFANT
"𐇕" U101D5; So; N; SIGNE DISQUE-DE-PHAÏSTOS FEMME
"𐇖" U101D6; So; N; SIGNE DISQUE-DE-PHAÏSTOS CASQUE
"𐇗" U101D7; So; N; SIGNE DISQUE-DE-PHAÏSTOS GANT
"𐇘" U101D8; So; N; SIGNE DISQUE-DE-PHAÏSTOS TIARE
"𐇙" U101D9; So; N; SIGNE DISQUE-DE-PHAÏSTOS FLÈCHE
"𐇚" U101DA; So; N; SIGNE DISQUE-DE-PHAÏSTOS ARC
"𐇛" U101DB; So; N; SIGNE DISQUE-DE-PHAÏSTOS BOUCLIER
"𐇜" U101DC; So; N; SIGNE DISQUE-DE-PHAÏSTOS MASSUE
"𐇝" U101DD; So; N; SIGNE DISQUE-DE-PHAÏSTOS MENOTTES
